Skill1,Skill2,Similarity
set up aquaculture cage mooring system,install mooring system for aquaculture cage,1
set up aquaculture cage mooring system,installing mooring system for aquaculture cage,1
set up aquaculture cage mooring system,installing aquaculture cage mooring system,1
set up aquaculture cage mooring system,set up mooring system for aquaculture cage,1
set up aquaculture cage mooring system,set up aquaculture cage mooring system,1
set up aquaculture cage mooring system,ceiling decoration,0
bake pastry for special events,bake and decorate pastry for special events,1
bake pastry for special events,prepare pastry recipes for particular events,1
bake pastry for special events,bake special events' pastries,1
bake pastry for special events,bake pastries for special events,1
tend meat packaging machine,tend meat packaging machinery,1
tend meat packaging machine,look after meat packaging machines,1
tend meat packaging machine,mind meat packaging machines,1
tend meat packaging machine,tend a meat packaging machine,1
tend meat packaging machine,take care of meat packaging machines,1
tend meat packaging machine,watch meat packaging machines,1
tend meat packaging machine,tending a meat packaging machine,1
tend meat packaging machine,tend packaging machines,0
tend meat packaging machine,tend packaging machinery,0
tend meat packaging machine,tend a packaging machines,0
tend meat packaging machine,fitting of facade cladding,0
estimate duration of work,time estimation of work,1
use venepuncture procedure equipment,use venepuncture tools,1
use venepuncture procedure equipment,utilise venepuncture procedure equipment,1
use venepuncture procedure equipment,use blood collection equipment,1
use venepuncture procedure equipment,use venepuncture procedure tools,1
use venepuncture procedure equipment,use venepuncture equipment,1
use venepuncture procedure equipment,handle venepuncture procedure equipment,1
use venepuncture procedure equipment,perform venepuncture procedures,0
use venepuncture procedure equipment,conduct venepuncture procedures,0
use venepuncture procedure equipment,perform routine venepuncture procedures,0
use venepuncture procedure equipment,have proficiency in microsoft office,0
plan sports areas,designing a sports area,1
plan sports areas,design sports areas,1
plan sports areas,designing sports areas,1
plan sports areas,sports area planning,1
plan sports areas,planning sports areas,1
plan sports areas,planning a sports area,1
plan sports areas,sports area designing,1
plan sports areas,sports areas designing,1
plan sports areas,sports areas planning,1
plan sports areas,plan care support,0
plan sports areas,clean spa work areas,0
plan sports areas,clean spa areas,0
plan sports areas,plan sport activities,0
plan sports areas,mobile marketing conducting,0
plan sports areas,lock safety mechanism,0
perform planning,undertake planning,1
perform planning,performing planning,1
perform planning,implement planning,1
perform planning,planning performance,1
perform planning,performance planning,1
perform planning,complete planning,1
perform planning,carrying out soil sample tests,0
types of essential oils,forms of essential oils derived from plants,1
