title1,title2,similarity
overhead line worker,linesman,1
overhead line worker,overhead linesworker,1
overhead line worker,overhead transmission and distribution linesman,1
overhead line worker,overhead transmission and distribution linesperson,1
overhead line worker,low voltage lineworker,1
overhead line worker,power line worker,0
overhead line worker,overhead power engineer,0
overhead line worker,poured flooring worker,0
overhead line worker,worker in a vineyard,0
overhead line worker,veneer slicer worker,0
overhead line worker,radio show producer,0
overhead line worker,outside technical sales representative,0
overhead line worker,sociologist,0
overhead line worker,impulse heat sealer operative,0
overhead line worker,cyr wheel artist,0
overhead line worker,overseer at paper mill,0
blanching operator,blanching worker,1
blanching operator,blancher,1
blanching operator,blanching operative,1
blanching operator,blanching process worker,1
blanching operator,blending operator,0
blanching operator,baking operator,0
blanching operator,pipeline compliance inspector,0
blanching operator,job placement adviser,0
data quality specialist,data integrity specialist,1
data quality specialist,data quality expert,1
data quality specialist,data integrity officer,1
data quality specialist,data quality officer,1
data quality specialist,data quality specialists,1
data quality specialist,quality specialist,0
data quality specialist,GIS data specialist,0
data quality specialist,mobile crane driver,0
data quality specialist,mortgage broker,0
data quality specialist,photographic shop manager,0
fish canning operator,fish canner,1
fish canning operator,fish canning operative,1
fish canning operator,annealing operator,0
fish canning operator,immigration social worker,0
sports journalist,sports correspondent,1
sports journalist,radio sports journalist,1
sports journalist,sports commentator,1
sports journalist,sport journalist,1
sports journalist,on-line sports journalist,1
sports journalist,sports journalist & commentator,1
sports journalist,sports broadcast journalist,1
sports journalist,sports reporter,1
sports journalist,sports journalist and commentator,1
sports journalist,digital sports journalist,1
sports journalist,photo journalist,0
sports journalist,photo-journalist,0
sports journalist,political journalist,0
sports journalist,journalist,0
sports journalist,radio journalist,0
sports journalist,marine vessel captain,0
sports journalist,sleep in support care worker,0
sports journalist,after-sales support technician,0
sports journalist,cloak room assistant,0
sports journalist,toy fixer,0
wood fuel pelletiser,wood pellet machine worker,1
wood fuel pelletiser,wood pelletiser specialist,1
wood fuel pelletiser,wood pelletiser,1
wood fuel pelletiser,wood pelletiser worker,1
wood fuel pelletiser,wood pellet machine operator,1
wood fuel pelletiser,wood pelletiser technician,1
wood fuel pelletiser,wood pellet machine specialist,1
wood fuel pelletiser,wood pellet machine technician,1
wood fuel pelletiser,wood pelletiser operator,1
wood fuel pelletiser,wooden furniture polisher,0
wood fuel pelletiser,wood pallet maker,0
wood fuel pelletiser,wooden pallet maker,0
wood fuel pelletiser,wood furniture stainer,0
wood fuel pelletiser,outdoor furniture store manager,0
wood fuel pelletiser,rental sales manager in water transport equipment,0
wood fuel pelletiser,trainee technical sales representative in agricultural machinery and equipment,0
wood fuel pelletiser,ECA,0
wood fuel pelletiser,general,0
ground steward/ground stewardess,ground stewardess,1
ground steward/ground stewardess,passenger service attendant,1
ground steward/ground stewardess,meet and assist agent,1
ground steward/ground stewardess,passenger services supervisor,1
ground steward/ground stewardess,ground attendant supervisor,1
ground steward/ground stewardess,ground steward,1
ground steward/ground stewardess,passenger services agent,1
ground steward/ground stewardess,ground attendant,1
ground steward/ground stewardess,passenger service supervisor,1
ground steward/ground stewardess,steward/stewardess,0
ground steward/ground stewardess,ship steward/ship stewardess,0
ground steward/ground stewardess,train on-board steward,0
ground steward/ground stewardess,groundsman/groundswoman,0
ground steward/ground stewardess,ancient history lecturer,0
ground steward/ground stewardess,prop mistress,0
ground steward/ground stewardess,"skin, wet-blue, crust purchasing manager",0
ground steward/ground stewardess,"assistant export manager in agricultural raw materials, seeds and animal feeds",0
ground steward/ground stewardess,supervisor of optical instrument production,0
